Ort,Datum,Wert
Palau Reial,2020-01-01 19,46
Palau Reial,2020-01-01 20,77
Palau Reial,2020-01-01 21,77
Palau Reial,2020-01-01 22,81
Palau Reial,2020-01-01 23,76
Palau Reial,2020-01-01 24,67
Poblenou,2020-01-02 01,57
Poblenou,2020-01-02 02,40
Poblenou,2020-01-02 03,35
Poblenou,2020-01-02 04,32
Poblenou,2020-01-02 05,28
Poblenou,2020-01-02 06,49
Poblenou,2020-01-02 07,84
Poblenou,2020-01-02 08,124
Poblenou,2020-01-02 09,143
Poblenou,2020-01-02 10,139
Poblenou,2020-01-02 11,173
Poblenou,2020-01-02 12,178
Poblenou,2020-01-02 13,95
Poblenou,2020-01-02 14,57
Poblenou,2020-01-02 15,49
Poblenou,2020-01-02 16,48
Poblenou,2020-01-02 17,62
Poblenou,2020-01-02 18,70
Poblenou,2020-01-02 19,95
Poblenou,2020-01-02 20,94
Poblenou,2020-01-02 21,77
Poblenou,2020-01-02 22,54
Poblenou,2020-01-02 23,146
Poblenou,2020-01-02 24,NA
Sants,2020-01-02 01,42
Sants,2020-01-02 02,47
Sants,2020-01-02 03,71
Sants,2020-01-02 04,45
Sants,2020-01-02 05,51
Sants,2020-01-02 06,52
Sants,2020-01-02 07,63
Sants,2020-01-02 08,112
Sants,2020-01-02 09,96
Sants,2020-01-02 10,75
Sants,2020-01-02 11,136
Sants,2020-01-02 12,39
Sants,2020-01-02 13,32
Sants,2020-01-02 14,29
Sants,2020-01-02 15,31
Sants,2020-01-02 16,30
Sants,2020-01-02 17,25
Sants,2020-01-02 18,29
Sants,2020-01-02 19,93
Sants,2020-01-02 20,91
Sants,2020-01-02 21,76
Sants,2020-01-02 22,49
Sants,2020-01-02 23,38
Sants,2020-01-02 24,NA
Eixample,2020-01-02 01,55
Eixample,2020-01-02 02,39
Eixample,2020-01-02 03,50
Eixample,2020-01-02 04,43
Eixample,2020-01-02 05,78
Eixample,2020-01-02 06,96
Eixample,2020-01-02 07,62
Eixample,2020-01-02 08,76
Eixample,2020-01-02 09,125
Eixample,2020-01-02 10,80
Eixample,2020-01-02 11,71
Eixample,2020-01-02 12,60
Eixample,2020-01-02 13,43
Eixample,2020-01-02 14,39
Eixample,2020-01-02 15,42
Eixample,2020-01-02 16,45
Eixample,2020-01-02 17,57
Eixample,2020-01-02 18,65
Eixample,2020-01-02 19,136
Eixample,2020-01-02 20,121
Eixample,2020-01-02 21,98
Eixample,2020-01-02 22,72
Eixample,2020-01-02 23,56
Eixample,2020-01-02 24,NA
Gràcia,2020-01-02 01,65
Gràcia,2020-01-02 02,58
Gràcia,2020-01-02 03,65
Gràcia,2020-01-02 04,46
Gràcia,2020-01-02 05,45
Gràcia,2020-01-02 06,78
Gràcia,2020-01-02 07,105
Gràcia,2020-01-02 08,168
Gràcia,2020-01-02 09,118
Gràcia,2020-01-02 10,78
Gràcia,2020-01-02 11,52
Gràcia,2020-01-02 12,59
Gràcia,2020-01-02 13,51
Gràcia,2020-01-02 14,46
Gràcia,2020-01-02 15,39
Gràcia,2020-01-02 16,41
Gràcia,2020-01-02 17,47
Gràcia,2020-01-02 18,63
Gràcia,2020-01-02 19,89
Gràcia,2020-01-02 20,101
Gràcia,2020-01-02 21,79
Gràcia,2020-01-02 22,53
Gràcia,2020-01-02 23,48
Gràcia,2020-01-02 24,NA
Ciutadella,2020-01-02 01,73
Ciutadella,2020-01-02 02,74
Ciutadella,2020-01-02 03,70
Ciutadella,2020-01-02 04,56
Ciutadella,2020-01-02 05,54
Ciutadella,2020-01-02 06,49
Ciutadella,2020-01-02 07,104
Ciutadella,2020-01-02 08,114
Ciutadella,2020-01-02 09,139
Ciutadella,2020-01-02 10,107
Ciutadella,2020-01-02 11,138
Ciutadella,2020-01-02 12,130
Ciutadella,2020-01-02 13,34
Ciutadella,2020-01-02 14,34
Ciutadella,2020-01-02 15,32
Ciutadella,2020-01-02 16,35
Ciutadella,2020-01-02 17,34
Ciutadella,2020-01-02 18,46
Ciutadella,2020-01-02 19,89
Ciutadella,2020-01-02 20,102
Ciutadella,2020-01-02 21,75
Ciutadella,2020-01-02 22,46
Ciutadella,2020-01-02 23,54
Ciutadella,2020-01-02 24,NA
Vall Hebron,2020-01-02 01,92
Vall Hebron,2020-01-02 02,128
Vall Hebron,2020-01-02 03,102
Vall Hebron,2020-01-02 04,76
Vall Hebron,2020-01-02 05,84
Vall Hebron,2020-01-02 06,93
Vall Hebron,2020-01-02 07,136
Vall Hebron,2020-01-02 08,192
Vall Hebron,2020-01-02 09,259
Vall Hebron,2020-01-02 10,180
Vall Hebron,2020-01-02 11,NA
Vall Hebron,2020-01-02 12,NA
Vall Hebron,2020-01-02 13,27
Vall Hebron,2020-01-02 14,25
Vall Hebron,2020-01-02 15,20
Vall Hebron,2020-01-02 16,15
Vall Hebron,2020-01-02 17,22
Vall Hebron,2020-01-02 18,54
Vall Hebron,2020-01-02 19,52
Vall Hebron,2020-01-02 20,95
Vall Hebron,2020-01-02 21,58
Vall Hebron,2020-01-02 22,50
Vall Hebron,2020-01-02 23,65
Vall Hebron,2020-01-02 24,NA
Palau Reial,2020-01-02 01,39
Palau Reial,2020-01-02 02,26
Palau Reial,2020-01-02 03,30
Palau Reial,2020-01-02 04,25
Palau Reial,2020-01-02 05,23
Palau Reial,2020-01-02 06,24
Palau Reial,2020-01-02 07,29
Palau Reial,2020-01-02 08,123
Palau Reial,2020-01-02 09,93
Palau Reial,2020-01-02 10,30
Palau Reial,2020-01-02 11,41
Palau Reial,2020-01-02 12,17
Palau Reial,2020-01-02 13,18
Palau Reial,2020-01-02 14,22
Palau Reial,2020-01-02 15,NA
Palau Reial,2020-01-02 16,NA
Palau Reial,2020-01-02 17,31
Palau Reial,2020-01-02 18,57
Palau Reial,2020-01-02 19,132
Palau Reial,2020-01-02 20,82
Palau Reial,2020-01-02 21,48
Palau Reial,2020-01-02 22,44
Palau Reial,2020-01-02 23,36
Palau Reial,2020-01-02 24,NA
Poblenou,2020-01-03 01,103
Poblenou,2020-01-03 02,70
Poblenou,2020-01-03 03,71
Poblenou,2020-01-03 04,40
Poblenou,2020-01-03 05,30
Poblenou,2020-01-03 06,39
Poblenou,2020-01-03 07,79
Poblenou,2020-01-03 08,99
Poblenou,2020-01-03 09,80
Poblenou,2020-01-03 10,59
Poblenou,2020-01-03 11,51
Poblenou,2020-01-03 12,59
Poblenou,2020-01-03 13,59
Poblenou,2020-01-03 14,74
Poblenou,2020-01-03 15,54
Poblenou,2020-01-03 16,46
Poblenou,2020-01-03 17,67
Poblenou,2020-01-03 18,76
Poblenou,2020-01-03 19,138
Poblenou,2020-01-03 20,129
Poblenou,2020-01-03 21,110
Poblenou,2020-01-03 22,100
Poblenou,2020-01-03 23,87
Poblenou,2020-01-03 24,NA
Sants,2020-01-03 01,43
Sants,2020-01-03 02,24
Sants,2020-01-03 03,25
Sants,2020-01-03 04,22
Sants,2020-01-03 05,20
Sants,2020-01-03 06,18
Sants,2020-01-03 07,24
Sants,2020-01-03 08,42
Sants,2020-01-03 09,48
Sants,2020-01-03 10,48
Sants,2020-01-03 11,51
Sants,2020-01-03 12,50
Sants,2020-01-03 13,54
Sants,2020-01-03 14,46
Sants,2020-01-03 15,38
Sants,2020-01-03 16,49
Sants,2020-01-03 17,57
Sants,2020-01-03 18,66
Sants,2020-01-03 19,99
Sants,2020-01-03 20,120
Sants,2020-01-03 21,112
Sants,2020-01-03 22,144
Sants,2020-01-03 23,164
Sants,2020-01-03 24,NA
Eixample,2020-01-03 01,128
Eixample,2020-01-03 02,55
Eixample,2020-01-03 03,30
Eixample,2020-01-03 04,31
Eixample,2020-01-03 05,37
Eixample,2020-01-03 06,35
Eixample,2020-01-03 07,67
Eixample,2020-01-03 08,72
Eixample,2020-01-03 09,63
Eixample,2020-01-03 10,60
Eixample,2020-01-03 11,107
Eixample,2020-01-03 12,67
Eixample,2020-01-03 13,81
Eixample,2020-01-03 14,57
Eixample,2020-01-03 15,91
Eixample,2020-01-03 16,78
Eixample,2020-01-03 17,87
Eixample,2020-01-03 18,80
Eixample,2020-01-03 19,151
Eixample,2020-01-03 20,160
Eixample,2020-01-03 21,155
Eixample,2020-01-03 22,167
Eixample,2020-01-03 23,251
Eixample,2020-01-03 24,NA
Gràcia,2020-01-03 01,43
Gràcia,2020-01-03 02,34
Gràcia,2020-01-03 03,23
Gràcia,2020-01-03 04,25
Gràcia,2020-01-03 05,19
Gràcia,2020-01-03 06,18
Gràcia,2020-01-03 07,25
Gràcia,2020-01-03 08,43
Gràcia,2020-01-03 09,67
Gràcia,2020-01-03 10,101
Gràcia,2020-01-03 11,83
Gràcia,2020-01-03 12,92
Gràcia,2020-01-03 13,80
Gràcia,2020-01-03 14,51
Gràcia,2020-01-03 15,62
Gràcia,2020-01-03 16,91
Gràcia,2020-01-03 17,114
Gràcia,2020-01-03 18,155
Gràcia,2020-01-03 19,226
Gràcia,2020-01-03 20,210
Gràcia,2020-01-03 21,231
Gràcia,2020-01-03 22,236
Gràcia,2020-01-03 23,296
Gràcia,2020-01-03 24,NA
Ciutadella,2020-01-03 01,72
Ciutadella,2020-01-03 02,60
Ciutadella,2020-01-03 03,53
Ciutadella,2020-01-03 04,39
Ciutadella,2020-01-03 05,22
Ciutadella,2020-01-03 06,24
Ciutadella,2020-01-03 07,44
Ciutadella,2020-01-03 08,49
Ciutadella,2020-01-03 09,128
Ciutadella,2020-01-03 10,62
Ciutadella,2020-01-03 11,62
Ciutadella,2020-01-03 12,44
Ciutadella,2020-01-03 13,51
Ciutadella,2020-01-03 14,52
Ciutadella,2020-01-03 15,45
Ciutadella,2020-01-03 16,34
Ciutadella,2020-01-03 17,41
Ciutadella,2020-01-03 18,69
Ciutadella,2020-01-03 19,98
Ciutadella,2020-01-03 20,153
Ciutadella,2020-01-03 21,161
Ciutadella,2020-01-03 22,159
Ciutadella,2020-01-03 23,183
Ciutadella,2020-01-03 24,NA
Vall Hebron,2020-01-03 01,77
Vall Hebron,2020-01-03 02,55
Vall Hebron,2020-01-03 03,60
Vall Hebron,2020-01-03 04,54
Vall Hebron,2020-01-03 05,58
Vall Hebron,2020-01-03 06,66
Vall Hebron,2020-01-03 07,77
Vall Hebron,2020-01-03 08,85
Vall Hebron,2020-01-03 09,84
Vall Hebron,2020-01-03 10,75
Vall Hebron,2020-01-03 11,68
Vall Hebron,2020-01-03 12,90
Vall Hebron,2020-01-03 13,60
Vall Hebron,2020-01-03 14,70
Vall Hebron,2020-01-03 15,62
Vall Hebron,2020-01-03 16,78
Vall Hebron,2020-01-03 17,81
Vall Hebron,2020-01-03 18,144
Vall Hebron,2020-01-03 19,284
Vall Hebron,2020-01-03 20,257
Vall Hebron,2020-01-03 21,228
Vall Hebron,2020-01-03 22,202
Vall Hebron,2020-01-03 23,222
Vall Hebron,2020-01-03 24,NA
Palau Reial,2020-01-03 01,30
Palau Reial,2020-01-03 02,27
Palau Reial,2020-01-03 03,26
Palau Reial,2020-01-03 04,28
Palau Reial,2020-01-03 05,25
Palau Reial,2020-01-03 06,25
Palau Reial,2020-01-03 07,31
Palau Reial,2020-01-03 08,37
Palau Reial,2020-01-03 09,101
Palau Reial,2020-01-03 10,80
Palau Reial,2020-01-03 11,139
Palau Reial,2020-01-03 12,107
Palau Reial,2020-01-03 13,98
Palau Reial,2020-01-03 14,31
Palau Reial,2020-01-03 15,32
Palau Reial,2020-01-03 16,30
Palau Reial,2020-01-03 17,37
Palau Reial,2020-01-03 18,43
Palau Reial,2020-01-03 19,62
Palau Reial,2020-01-03 20,89
Palau Reial,2020-01-03 21,143
Palau Reial,2020-01-03 22,143
Palau Reial,2020-01-03 23,131
Palau Reial,2020-01-03 24,NA
Poblenou,2020-01-04 01,53
Poblenou,2020-01-04 02,49
Poblenou,2020-01-04 03,43
Poblenou,2020-01-04 04,36
Poblenou,2020-01-04 05,29
Poblenou,2020-01-04 06,31
Poblenou,2020-01-04 07,54
Poblenou,2020-01-04 08,81
Poblenou,2020-01-04 09,95
Poblenou,2020-01-04 10,88
Poblenou,2020-01-04 11,89
Poblenou,2020-01-04 12,111
Poblenou,2020-01-04 13,80
Poblenou,2020-01-04 14,64
Poblenou,2020-01-04 15,64
Poblenou,2020-01-04 16,94
Poblenou,2020-01-04 17,88
Poblenou,2020-01-04 18,64
Poblenou,2020-01-04 19,64
Poblenou,2020-01-04 20,44
Poblenou,2020-01-04 21,46
Poblenou,2020-01-04 22,25
Poblenou,2020-01-04 23,24
Poblenou,2020-01-04 24,NA
Sants,2020-01-04 01,123
Sants,2020-01-04 02,111
Sants,2020-01-04 03,69
Sants,2020-01-04 04,125
Sants,2020-01-04 05,120
Sants,2020-01-04 06,76
Sants,2020-01-04 07,66
Sants,2020-01-04 08,101
Sants,2020-01-04 09,146
Sants,2020-01-04 10,180
Sants,2020-01-04 11,93
Sants,2020-01-04 12,63
Sants,2020-01-04 13,49
Sants,2020-01-04 14,36
Sants,2020-01-04 15,22
Sants,2020-01-04 16,32
Sants,2020-01-04 17,30
Sants,2020-01-04 18,28
Sants,2020-01-04 19,32
Sants,2020-01-04 20,32
Sants,2020-01-04 21,25
Sants,2020-01-04 22,16
Sants,2020-01-04 23,19
Sants,2020-01-04 24,NA
Eixample,2020-01-04 01,87
Eixample,2020-01-04 02,57
Eixample,2020-01-04 03,70
Eixample,2020-01-04 04,100
Eixample,2020-01-04 05,108
Eixample,2020-01-04 06,199
Eixample,2020-01-04 07,210
Eixample,2020-01-04 08,240
Eixample,2020-01-04 09,248
Eixample,2020-01-04 10,354
Eixample,2020-01-04 11,234
Eixample,2020-01-04 12,165
Eixample,2020-01-04 13,84
Eixample,2020-01-04 14,76
Eixample,2020-01-04 15,51
Eixample,2020-01-04 16,49
Eixample,2020-01-04 17,53
Eixample,2020-01-04 18,41
Eixample,2020-01-04 19,31
Eixample,2020-01-04 20,32
Eixample,2020-01-04 21,35
Eixample,2020-01-04 22,35
Eixample,2020-01-04 23,123
Eixample,2020-01-04 24,NA
Gràcia,2020-01-04 01,218
Gràcia,2020-01-04 02,196
Gràcia,2020-01-04 03,236
Gràcia,2020-01-04 04,267
Gràcia,2020-01-04 05,232
Gràcia,2020-01-04 06,195
Gràcia,2020-01-04 07,122
Gràcia,2020-01-04 08,177
Gràcia,2020-01-04 09,142
Gràcia,2020-01-04 10,172
Gràcia,2020-01-04 11,107
Gràcia,2020-01-04 12,103
Gràcia,2020-01-04 13,139
Gràcia,2020-01-04 14,99
Gràcia,2020-01-04 15,38
Gràcia,2020-01-04 16,30
Gràcia,2020-01-04 17,39
Gràcia,2020-01-04 18,56
Gràcia,2020-01-04 19,65
Gràcia,2020-01-04 20,73
Gràcia,2020-01-04 21,85
Gràcia,2020-01-04 22,107
Gràcia,2020-01-04 23,111
Gràcia,2020-01-04 24,NA
Ciutadella,2020-01-04 01,112
Ciutadella,2020-01-04 02,96
Ciutadella,2020-01-04 03,72
Ciutadella,2020-01-04 04,54
Ciutadella,2020-01-04 05,46
Ciutadella,2020-01-04 06,36
Ciutadella,2020-01-04 07,48
Ciutadella,2020-01-04 08,81
Ciutadella,2020-01-04 09,107
Ciutadella,2020-01-04 10,119
Ciutadella,2020-01-04 11,72
Ciutadella,2020-01-04 12,83
Ciutadella,2020-01-04 13,80
Ciutadella,2020-01-04 14,58
Ciutadella,2020-01-04 15,93
Ciutadella,2020-01-04 16,70
Ciutadella,2020-01-04 17,38
Ciutadella,2020-01-04 18,37
Ciutadella,2020-01-04 19,44
Ciutadella,2020-01-04 20,55
Ciutadella,2020-01-04 21,75
Ciutadella,2020-01-04 22,49
Ciutadella,2020-01-04 23,123
Ciutadella,2020-01-04 24,NA
Vall Hebron,2020-01-04 01,123
Vall Hebron,2020-01-04 02,113
Vall Hebron,2020-01-04 03,97
Vall Hebron,2020-01-04 04,92
Vall Hebron,2020-01-04 05,128
Vall Hebron,2020-01-04 06,120
Vall Hebron,2020-01-04 07,105
Vall Hebron,2020-01-04 08,135
Vall Hebron,2020-01-04 09,224
Vall Hebron,2020-01-04 10,246
Vall Hebron,2020-01-04 11,102
Vall Hebron,2020-01-04 12,80
Vall Hebron,2020-01-04 13,48
Vall Hebron,2020-01-04 14,40
Vall Hebron,2020-01-04 15,47
Vall Hebron,2020-01-04 16,30
Vall Hebron,2020-01-04 17,31
Vall Hebron,2020-01-04 18,34
Vall Hebron,2020-01-04 19,37
Vall Hebron,2020-01-04 20,53
Vall Hebron,2020-01-04 21,55
Vall Hebron,2020-01-04 22,60
Vall Hebron,2020-01-04 23,67
Vall Hebron,2020-01-04 24,NA
Palau Reial,2020-01-04 01,63
Palau Reial,2020-01-04 02,NA
Palau Reial,2020-01-04 03,NA
Palau Reial,2020-01-04 04,NA
Palau Reial,2020-01-04 05,NA
Palau Reial,2020-01-04 06,NA
Palau Reial,2020-01-04 07,NA
Palau Reial,2020-01-04 08,NA
Palau Reial,2020-01-04 09,NA
Palau Reial,2020-01-04 10,NA
Palau Reial,2020-01-04 11,NA
Palau Reial,2020-01-04 12,NA
Palau Reial,2020-01-04 13,NA
Palau Reial,2020-01-04 14,NA
Palau Reial,2020-01-04 15,NA
Palau Reial,2020-01-04 16,NA
Palau Reial,2020-01-04 17,NA
Palau Reial,2020-01-04 18,NA
Palau Reial,2020-01-04 19,NA
Palau Reial,2020-01-04 20,NA
Palau Reial,2020-01-04 21,NA
Palau Reial,2020-01-04 22,NA
Palau Reial,2020-01-04 23,NA
Palau Reial,2020-01-04 24,NA
Poblenou,2020-01-05 01,14
Poblenou,2020-01-05 02,20
Poblenou,2020-01-05 03,32
Poblenou,2020-01-05 04,23
Poblenou,2020-01-05 05,9
Poblenou,2020-01-05 06,10
Poblenou,2020-01-05 07,14
Poblenou,2020-01-05 08,15
Poblenou,2020-01-05 09,30
Poblenou,2020-01-05 10,27
Poblenou,2020-01-05 11,40
Poblenou,2020-01-05 12,41
Poblenou,2020-01-05 13,38
Poblenou,2020-01-05 14,42
Poblenou,2020-01-05 15,33
Poblenou,2020-01-05 16,22
Poblenou,2020-01-05 17,25
Poblenou,2020-01-05 18,38
Poblenou,2020-01-05 19,104
Poblenou,2020-01-05 20,185
Poblenou,2020-01-05 21,149
Poblenou,2020-01-05 22,111
Poblenou,2020-01-05 23,98
Poblenou,2020-01-05 24,88
Sants,2020-01-05 01,17
Sants,2020-01-05 02,12
Sants,2020-01-05 03,14
Sants,2020-01-05 04,13
Sants,2020-01-05 05,10
Sants,2020-01-05 06,10
Sants,2020-01-05 07,11
Sants,2020-01-05 08,17
Sants,2020-01-05 09,17
Sants,2020-01-05 10,20
Sants,2020-01-05 11,24
Sants,2020-01-05 12,30
Sants,2020-01-05 13,32
Sants,2020-01-05 14,90
Sants,2020-01-05 15,107
Sants,2020-01-05 16,41
Sants,2020-01-05 17,26
Sants,2020-01-05 18,31
Sants,2020-01-05 19,43
Sants,2020-01-05 20,90
Sants,2020-01-05 21,122
Sants,2020-01-05 22,102
Sants,2020-01-05 23,69
Sants,2020-01-05 24,94
Eixample,2020-01-05 01,25
Eixample,2020-01-05 02,108
Eixample,2020-01-05 03,75
Eixample,2020-01-05 04,18
Eixample,2020-01-05 05,14
Eixample,2020-01-05 06,27
Eixample,2020-01-05 07,21
Eixample,2020-01-05 08,27
Eixample,2020-01-05 09,56
Eixample,2020-01-05 10,46
Eixample,2020-01-05 11,78
Eixample,2020-01-05 12,97
Eixample,2020-01-05 13,142
Eixample,2020-01-05 14,178
Eixample,2020-01-05 15,131
Eixample,2020-01-05 16,52
Eixample,2020-01-05 17,59
Eixample,2020-01-05 18,75
Eixample,2020-01-05 19,94
Eixample,2020-01-05 20,205
Eixample,2020-01-05 21,175
Eixample,2020-01-05 22,167
Eixample,2020-01-05 23,179
Eixample,2020-01-05 24,100
Gràcia,2020-01-05 01,115
Gràcia,2020-01-05 02,86
Gràcia,2020-01-05 03,131
Gràcia,2020-01-05 04,70
Gràcia,2020-01-05 05,100
Gràcia,2020-01-05 06,86
Gràcia,2020-01-05 07,74
Gràcia,2020-01-05 08,97
Gràcia,2020-01-05 09,89
Gràcia,2020-01-05 10,127
Gràcia,2020-01-05 11,136
Gràcia,2020-01-05 12,143
Gràcia,2020-01-05 13,124
Gràcia,2020-01-05 14,124
Gràcia,2020-01-05 15,64
Gràcia,2020-01-05 16,43
Gràcia,2020-01-05 17,31
Gràcia,2020-01-05 18,39
Gràcia,2020-01-05 19,67
Gràcia,2020-01-05 20,131
Gràcia,2020-01-05 21,151
Gràcia,2020-01-05 22,134
Gràcia,2020-01-05 23,78
Gràcia,2020-01-05 24,63
Ciutadella,2020-01-05 01,39
Ciutadella,2020-01-05 02,22
Ciutadella,2020-01-05 03,23
Ciutadella,2020-01-05 04,31
Ciutadella,2020-01-05 05,32
Ciutadella,2020-01-05 06,52
Ciutadella,2020-01-05 07,46
Ciutadella,2020-01-05 08,94
Ciutadella,2020-01-05 09,40
Ciutadella,2020-01-05 10,48
Ciutadella,2020-01-05 11,70
Ciutadella,2020-01-05 12,46
Ciutadella,2020-01-05 13,61
Ciutadella,2020-01-05 14,84
Ciutadella,2020-01-05 15,34
Ciutadella,2020-01-05 16,15
Ciutadella,2020-01-05 17,18
Ciutadella,2020-01-05 18,28
Ciutadella,2020-01-05 19,42
Ciutadella,2020-01-05 20,70
Ciutadella,2020-01-05 21,139
Ciutadella,2020-01-05 22,105
Ciutadella,2020-01-05 23,64
Ciutadella,2020-01-05 24,60
Vall Hebron,2020-01-05 01,66
Vall Hebron,2020-01-05 02,57
Vall Hebron,2020-01-05 03,63
Vall Hebron,2020-01-05 04,56
Vall Hebron,2020-01-05 05,65
Vall Hebron,2020-01-05 06,66
Vall Hebron,2020-01-05 07,74
Vall Hebron,2020-01-05 08,104
Vall Hebron,2020-01-05 09,114
Vall Hebron,2020-01-05 10,129
Vall Hebron,2020-01-05 11,124
Vall Hebron,2020-01-05 12,109
Vall Hebron,2020-01-05 13,67
Vall Hebron,2020-01-05 14,67
Vall Hebron,2020-01-05 15,37
Vall Hebron,2020-01-05 16,24
Vall Hebron,2020-01-05 17,22
Vall Hebron,2020-01-05 18,40
Vall Hebron,2020-01-05 19,81
Vall Hebron,2020-01-05 20,87
Vall Hebron,2020-01-05 21,151
